Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"VTR","VENTAS REIT INC","Real Estate","Equity","44,164,040.64","0.04","44,164,040.64","648,708.00","68.08","United States","New York Stock Exchange Inc.","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","44,075,183.34","0.04","44,075,183.34","306,973.00","143.58","United States","New York Stock Exchange Inc.","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","44,066,013.60","0.04","44,066,013.60","3,785,740.00","11.64","United States","NASDAQ","USD"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","44,050,688.09","0.04","44,050,688.09","2,331,232.00","18.90","Sweden","Nasdaq Omx Nordic","SEK"
"WKL","WOLTERS KLUWER NV","Industrials","Equity","44,023,978.22","0.04","44,023,978.22","351,312.00","125.31","Netherlands","Euronext Amsterdam","EUR"
"ZS","ZSCALER INC","Information Technology","Equity","43,947,333.30","0.04","43,947,333.30","158,626.00","277.05","United States","NASDAQ","USD"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","43,868,174.40","0.04","43,868,174.40","204,228.00","214.80","United States","NASDAQ","USD"
"ALL","ARISTOCRAT LEISURE LTD","Consumer Discretionary","Equity","43,810,779.23","0.04","43,810,779.23","949,278.00","46.15","Australia","Asx - All Markets","AUD"
"BRO","BROWN & BROWN INC","Financials","Equity","43,724,159.15","0.04","43,724,159.15","450,997.00","96.95","United States","New York Stock Exchange Inc.","USD"
"EQT","EQT CORP","Energy","Equity","43,725,329.28","0.04","43,725,329.28","843,467.00","51.84","United States","New York Stock Exchange Inc.","USD"
"DXCM","DEXCOM INC","Health Care","Equity","43,676,632.18","0.04","43,676,632.18","579,727.00","75.34","United States","NASDAQ","USD"
"EME","EMCOR GROUP INC","Industrials","Equity","43,536,400.00","0.04","43,536,400.00","70,220.00","620.00","United States","New York Stock Exchange Inc.","USD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","43,538,078.86","0.04","43,538,078.86","266,402.00","163.43","United States","New York Stock Exchange Inc.","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","43,359,791.76","0.04","43,359,791.76","287,208.00","150.97","United States","NASDAQ","USD"
"AEE","AMEREN CORP","Utilities","Equity","43,130,803.02","0.04","43,130,803.02","432,259.00","99.78","United States","New York Stock Exchange Inc.","USD"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","43,088,894.16","0.04","43,088,894.16","242,372.00","177.78","United States","NASDAQ","USD"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","42,892,718.82","0.04","42,892,718.82","1,679,433.00","25.54","United States","NASDAQ","USD"
"DTE","DTE ENERGY","Utilities","Equity","42,741,660.30","0.04","42,741,660.30","312,782.00","136.65","United States","New York Stock Exchange Inc.","USD"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","42,715,863.12","0.04","42,715,863.12","323,556.00","132.02","United States","New York Stock Exchange Inc.","USD"
"NTR","NUTRIEN LTD","Materials","Equity","42,676,524.04","0.04","42,676,524.04","741,326.00","57.57","Canada","Toronto Stock Exchange","CAD"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Equity","42,558,058.71","0.04","42,558,058.71","2,269,459.00","18.75","Israel","Tel Aviv Stock Exchange","ILS"
"7751","CANON INC","Information Technology","Equity","42,200,122.49","0.04","42,200,122.49","1,425,464.00","29.60","Japan","Tokyo Stock Exchange","JPY"
"8591","ORIX CORP","Financials","Equity","42,100,677.92","0.04","42,100,677.92","1,620,590.00","25.98","Japan","Tokyo Stock Exchange","JPY"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","42,064,776.26","0.04","42,064,776.26","852,722.00","49.33","United States","New York Stock Exchange Inc.","USD"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","41,980,216.98","0.04","41,980,216.98","164,229.00","255.62","United States","New York Stock Exchange Inc.","USD"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","41,814,221.68","0.04","41,814,221.68","291,368.00","143.51","United States","New York Stock Exchange Inc.","USD"
"HPQ","HP INC","Information Technology","Equity","41,771,457.94","0.04","41,771,457.94","1,463,611.00","28.54","United States","New York Stock Exchange Inc.","USD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","41,740,139.55","0.04","41,740,139.55","213,123.00","195.85","United States","New York Stock Exchange Inc.","USD"
"6902","DENSO CORP","Consumer Discretionary","Equity","41,459,613.92","0.03","41,459,613.92","2,880,172.00","14.39","Japan","Tokyo Stock Exchange","JPY"
"HO","THALES SA","Industrials","Equity","41,238,218.76","0.03","41,238,218.76","157,055.00","262.57","France","Nyse Euronext - Euronext Paris","EUR"
"8267","AEON LTD","Consumer Staples","Equity","41,110,808.35","0.03","41,110,808.35","3,383,400.00","12.15","Japan","Tokyo Stock Exchange","JPY"
"KBC","KBC GROEP","Financials","Equity","41,078,408.55","0.03","41,078,408.55","347,969.00","118.05","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","41,001,841.93","0.03","41,001,841.93","129,913.00","315.61","United States","NASDAQ","USD"
"WSP","WSP GLOBAL INC","Industrials","Equity","40,904,598.50","0.03","40,904,598.50","201,086.00","203.42","Canada","Toronto Stock Exchange","CAD"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","40,878,922.84","0.03","40,878,922.84","442,748.00","92.33","United States","New York Stock Exchange Inc.","USD"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","40,847,907.54","0.03","40,847,907.54","252,241.00","161.94","United States","New York Stock Exchange Inc.","USD"
"SAND","SANDVIK","Industrials","Equity","40,715,392.18","0.03","40,715,392.18","1,598,011.00","25.48","Sweden","Nasdaq Omx Nordic","SEK"
"K","KINROSS GOLD CORP","Materials","Equity","40,643,015.30","0.03","40,643,015.30","1,946,363.00","20.88","Canada","Toronto Stock Exchange","CAD"
"L","LOBLAW COMPANIES LTD","Consumer Staples","Equity","40,622,679.69","0.03","40,622,679.69","995,759.00","40.80","Canada","Toronto Stock Exchange","CAD"
"SAMPO","SAMPO CLASS A","Financials","Equity","40,601,657.01","0.03","40,601,657.01","3,560,094.00","11.40","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","40,586,704.00","0.03","40,586,704.00","652,100.00","62.24","United States","NASDAQ","USD"
"PTC","PTC INC","Information Technology","Equity","40,528,491.50","0.03","40,528,491.50","189,829.00","213.50","United States","NASDAQ","USD"
"AV.","AVIVA PLC","Financials","Equity","40,479,145.99","0.03","40,479,145.99","4,616,040.00","8.77","United Kingdom","London Stock Exchange","GBP"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Communication","Equity","40,455,516.59","0.03","40,455,516.59","11,996,976.00","3.37","Singapore","Singapore Exchange","SGD"
"RIO","RIO TINTO LTD","Materials","Equity","40,231,525.33","0.03","40,231,525.33","538,222.00","74.75","Australia","Asx - All Markets","AUD"
"SSE","SSE PLC","Utilities","Equity","40,083,507.60","0.03","40,083,507.60","1,764,570.00","22.72","United Kingdom","London Stock Exchange","GBP"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","39,973,809.72","0.03","39,973,809.72","497,558.00","80.34","United States","NASDAQ","USD"
"DOV","DOVER CORP","Industrials","Equity","39,871,292.34","0.03","39,871,292.34","222,919.00","178.86","United States","New York Stock Exchange Inc.","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","39,838,076.76","0.03","39,838,076.76","267,801.00","148.76","United States","NASDAQ","USD"
"MKL","MARKEL GROUP INC","Financials","Equity","39,708,187.14","0.03","39,708,187.14","20,269.00","1,959.06","United States","New York Stock Exchange Inc.","USD"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","39,691,382.49","0.03","39,691,382.49","238,401.00","166.49","United States","New York Stock Exchange Inc.","USD"
"FTS","FORTIS INC","Utilities","Equity","39,584,786.42","0.03","39,584,786.42","796,271.00","49.71","Canada","Toronto Stock Exchange","CAD"
"VLTO","VERALTO CORP","Industrials","Equity","39,422,187.98","0.03","39,422,187.98","371,242.00","106.19","United States","New York Stock Exchange Inc.","USD"
"AMRZ","AMRIZE AG","Materials","Equity","39,407,574.80","0.03","39,407,574.80","766,035.00","51.44","Switzerland","SIX Swiss Exchange","CHF"
"MTX","MTU AERO ENGINES HOLDING AG","Industrials","Equity","39,335,739.22","0.03","39,335,739.22","86,744.00","453.47","Germany","Xetra","EUR"
"VOD","VODAFONE GROUP PLC","Communication","Equity","39,326,723.94","0.03","39,326,723.94","33,027,405.00","1.19","United Kingdom","London Stock Exchange","GBP"
"DANSKE","DANSKE BANK","Financials","Equity","39,030,413.70","0.03","39,030,413.70","944,705.00","41.31","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrials","Equity","38,990,934.65","0.03","38,990,934.65","835,874.00","46.65","Germany","Xetra","EUR"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","38,964,822.27","0.03","38,964,822.27","1,422,593.00","27.39","United States","New York Stock Exchange Inc.","USD"
"4901","FUJIFILM HOLDINGS CORP","Information Technology","Equity","38,958,186.39","0.03","38,958,186.39","1,617,583.00","24.08","Japan","Tokyo Stock Exchange","JPY"
"6981","MURATA MANUFACTURING LTD","Information Technology","Equity","38,961,429.79","0.03","38,961,429.79","2,373,054.00","16.42","Japan","Tokyo Stock Exchange","JPY"
"PPG","PPG INDUSTRIES INC","Materials","Equity","38,841,293.54","0.03","38,841,293.54","349,198.00","111.23","United States","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Utilities","Equity","38,825,269.07","0.03","38,825,269.07","1,064,581.00","36.47","United States","New York Stock Exchange Inc.","USD"
"MTD","METTLER TOLEDO INC","Health Care","Equity","38,694,230.64","0.03","38,694,230.64","29,741.00","1,301.04","United States","New York Stock Exchange Inc.","USD"
"SDZ","SANDOZ GROUP AG","Health Care","Equity","38,522,806.15","0.03","38,522,806.15","613,986.00","62.74","Switzerland","SIX Swiss Exchange","CHF"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","38,462,262.28","0.03","38,462,262.28","2,159,588.00","17.81","United States","NASDAQ","USD"
"4661","ORIENTAL LAND LTD","Consumer Discretionary","Equity","38,420,076.73","0.03","38,420,076.73","1,564,800.00","24.55","Japan","Tokyo Stock Exchange","JPY"
"FE","FIRSTENERGY CORP","Utilities","Equity","38,380,889.04","0.03","38,380,889.04","879,892.00","43.62","United States","New York Stock Exchange Inc.","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","38,373,693.23","0.03","38,373,693.23","1,371,959.00","27.97","United States","NASDAQ","USD"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","38,325,105.00","0.03","38,325,105.00","208,572.00","183.75","United States","New York Stock Exchange Inc.","USD"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","38,286,728.73","0.03","38,286,728.73","137,727.00","277.99","United States","New York Stock Exchange Inc.","USD"
"6954","FANUC CORP","Industrials","Equity","38,087,385.88","0.03","38,087,385.88","1,361,155.00","27.98","Japan","Tokyo Stock Exchange","JPY"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","37,924,297.68","0.03","37,924,297.68","288,881.00","131.28","United States","NASDAQ","USD"
"RYA","RYANAIR HOLDINGS PLC","Industrials","Equity","37,882,834.71","0.03","37,882,834.71","1,287,687.00","29.42","Ireland","Irish Stock Exchange - All Market","EUR"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","37,754,205.41","0.03","37,754,205.41","227,257.00","166.13","United States","New York Stock Exchange Inc.","USD"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","37,730,504.16","0.03","37,730,504.16","208,548.00","180.92","United States","New York Stock Exchange Inc.","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","37,696,956.36","0.03","37,696,956.36","141,942.00","265.58","United States","NASDAQ","USD"
"IP","INTERNATIONAL PAPER","Materials","Equity","37,284,690.96","0.03","37,284,690.96","750,497.00","49.68","United States","New York Stock Exchange Inc.","USD"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","37,270,467.16","0.03","37,270,467.16","620,002.00","60.11","Canada","Toronto Stock Exchange","CAD"
"SWED A","SWEDBANK","Financials","Equity","37,119,777.75","0.03","37,119,777.75","1,295,856.00","28.64","Sweden","Nasdaq Omx Nordic","SEK"
"5108","BRIDGESTONE CORP","Consumer Discretionary","Equity","36,985,942.92","0.03","36,985,942.92","813,851.00","45.45","Japan","Tokyo Stock Exchange","JPY"
"VNA","VONOVIA SE","Real Estate","Equity","36,736,442.54","0.03","36,736,442.54","1,137,340.00","32.30","Germany","Xetra","EUR"
"HEXA B","HEXAGON CLASS B","Information Technology","Equity","36,706,788.57","0.03","36,706,788.57","3,276,142.00","11.20","Sweden","Nasdaq Omx Nordic","SEK"
"RWE","RWE AG","Utilities","Equity","36,635,378.19","0.03","36,635,378.19","910,936.00","40.22","Germany","Xetra","EUR"
"2802","AJINOMOTO INC","Consumer Staples","Equity","36,523,438.53","0.03","36,523,438.53","1,338,390.00","27.29","Japan","Tokyo Stock Exchange","JPY"
"8802","MITSUBISHI ESTATE CO LTD","Real Estate","Equity","36,533,320.20","0.03","36,533,320.20","1,696,231.00","21.54","Japan","Tokyo Stock Exchange","JPY"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","36,511,841.46","0.03","36,511,841.46","667,981.00","54.66","United States","NASDAQ","USD"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","36,489,730.20","0.03","36,489,730.20","176,330.00","206.94","United States","New York Stock Exchange Inc.","USD"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","36,410,983.68","0.03","36,410,983.68","768,813.00","47.36","United States","New York Stock Exchange Inc.","USD"
"POLI","BANK HAPOALIM BM","Financials","Equity","36,282,676.05","0.03","36,282,676.05","1,899,227.00","19.10","Israel","Tel Aviv Stock Exchange","ILS"
"PRY","PRYSMIAN","Industrials","Equity","36,236,969.88","0.03","36,236,969.88","410,254.00","88.33","Italy","Borsa Italiana","EUR"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","36,202,190.08","0.03","36,202,190.08","64,316.00","562.88","United States","New York Stock Exchange Inc.","USD"
"AER","AERCAP HOLDINGS NV","Industrials","Equity","36,124,367.50","0.03","36,124,367.50","292,505.00","123.50","Netherlands","New York Stock Exchange Inc.","USD"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","36,099,836.72","0.03","36,099,836.72","331,922.00","108.76","United States","New York Stock Exchange Inc.","USD"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","36,062,340.21","0.03","36,062,340.21","464,661.00","77.61","United States","New York Stock Exchange Inc.","USD"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","36,070,148.40","0.03","36,070,148.40","152,872.00","235.95","United States","Cboe BZX","USD"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","35,983,935.72","0.03","35,983,935.72","406,782.00","88.46","United States","NASDAQ","USD"
"CVE","CENOVUS ENERGY INC","Energy","Equity","35,953,472.46","0.03","35,953,472.46","2,164,292.00","16.61","Canada","Toronto Stock Exchange","CAD"
"HUBS","HUBSPOT INC","Information Technology","Equity","35,962,343.10","0.03","35,962,343.10","74,430.00","483.17","United States","New York Stock Exchange Inc.","USD"
"LDO","LEONARDO FINMECCANICA SPA","Industrials","Equity","35,918,521.45","0.03","35,918,521.45","602,070.00","59.66","Italy","Borsa Italiana","EUR"
"GEBN","GEBERIT AG","Industrials","Equity","35,874,903.64","0.03","35,874,903.64","48,882.00","733.91","Switzerland","SIX Swiss Exchange","CHF"
"6762","TDK CORP","Information Technology","Equity","35,740,799.86","0.03","35,740,799.86","2,749,400.00","13.00","Japan","Tokyo Stock Exchange","JPY"
"6752","PANASONIC HOLDINGS CORP","Consumer Discretionary","Equity","35,729,014.68","0.03","35,729,014.68","3,557,803.00","10.04","Japan","Tokyo Stock Exchange","JPY"
"STE","STERIS","Health Care","Equity","35,698,870.44","0.03","35,698,870.44","145,674.00","245.06","United States","New York Stock Exchange Inc.","USD"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","35,687,941.17","0.03","35,687,941.17","72,429.00","492.73","United States","NASDAQ","USD"
"4543","TERUMO CORP","Health Care","Equity","35,662,813.10","0.03","35,662,813.10","1,957,600.00","18.22","Japan","Tokyo Stock Exchange","JPY"
"K","KELLANOVA","Consumer Staples","Equity","35,599,225.50","0.03","35,599,225.50","447,789.00","79.50","United States","New York Stock Exchange Inc.","USD"
"GALD","GALDERMA GROUP N AG","Health Care","Equity","35,549,217.72","0.03","35,549,217.72","203,309.00","174.85","Switzerland","SIX Swiss Exchange","CHF"
"ES","EVERSOURCE ENERGY","Utilities","Equity","35,550,713.11","0.03","35,550,713.11","554,873.00","64.07","United States","New York Stock Exchange Inc.","USD"
"RDDT","REDDIT INC CLASS A","Communication","Equity","35,527,752.60","0.03","35,527,752.60","157,845.00","225.08","United States","New York Stock Exchange Inc.","USD"
"ATCO B","ATLAS COPCO CLASS B","Industrials","Equity","35,436,058.21","0.03","35,436,058.21","2,428,956.00","14.59","Sweden","Nasdaq Omx Nordic","SEK"
"NOKIA","NOKIA","Information Technology","Equity","35,419,969.97","0.03","35,419,969.97","8,169,571.00","4.34","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"5803","FUJIKURA LTD","Industrials","Equity","35,422,053.98","0.03","35,422,053.98","420,200.00","84.30","Japan","Tokyo Stock Exchange","JPY"
"CPAY","CORPAY INC","Financials","Equity","35,373,624.06","0.03","35,373,624.06","108,618.00","325.67","United States","New York Stock Exchange Inc.","USD"
