Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"1347","HUA HONG SEMICONDUCTOR LTD","Information Technology","Equity","11,674,676.93","0.04","11,674,676.93","1,747,000.00","6.68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"VIVT3","TELEFONICA BRASIL SA","Communication","Equity","11,616,564.79","0.04","11,616,564.79","1,872,156.00","6.20","Brazil","XBSP","BRL"
"247540","ECOPRO BM LTD","Industrials","Equity","11,588,784.57","0.04","11,588,784.57","134,687.00","86.04","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"UNITDSPR","UNITED SPIRITS LTD","Consumer Staples","Equity","11,582,400.79","0.04","11,582,400.79","773,223.00","14.98","India","National Stock Exchange Of India","INR"
"CBQK","COMMERCIAL BANK OF QATAR","Financials","Equity","11,568,800.54","0.04","11,568,800.54","8,905,286.00","1.30","Qatar","Qatar Exchange","QAR"
"3529","EMEMORY TECHNOLOGY INC","Information Technology","Equity","11,562,346.95","0.04","11,562,346.95","156,000.00","74.12","Taiwan","Gretai Securities Market","TWD"
"FUNO11","FIBRA UNO ADMINISTRACION REIT","Real Estate","Equity","11,519,934.60","0.04","11,519,934.60","8,181,527.00","1.41","Mexico","Bolsa Mexicana De Valores","MXN"
"POLYCAB","POLYCAB INDIA LTD","Industrials","Equity","11,490,412.65","0.04","11,490,412.65","141,853.00","81.00","India","National Stock Exchange Of India","INR"
"JINDALSTEL","JINDAL STEEL LTD","Materials","Equity","11,452,545.44","0.04","11,452,545.44","1,049,103.00","10.92","India","National Stock Exchange Of India","INR"
"SWIGGY","SWIGGY LTD","Consumer Discretionary","Equity","11,382,479.65","0.04","11,382,479.65","2,342,938.00","4.86","India","National Stock Exchange Of India","INR"
"TPIA","CHANDRA ASRI PACIFIC","Materials","Equity","11,353,615.60","0.04","11,353,615.60","22,728,000.00","0.50","Indonesia","Indonesia Stock Exchange","IDR"
"021240","COWAY LTD","Consumer Discretionary","Equity","11,343,277.00","0.04","11,343,277.00","150,685.00","75.28","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","11,273,451.48","0.04","11,273,451.48","3,630,617.00","3.11","Mexico","Bolsa Mexicana De Valores","MXN"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Consumer Staples","Equity","11,273,249.70","0.04","11,273,249.70","1,321,115.00","8.53","Mexico","Bolsa Mexicana De Valores","MXN"
"ADANIPOWER","ADANI POWER LTD","Utilities","Equity","11,217,999.93","0.04","11,217,999.93","1,630,455.00","6.88","India","National Stock Exchange Of India","INR"
"1357","MEITU INC","Communication","Equity","11,168,130.83","0.04","11,168,130.83","8,553,000.00","1.31","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"241","ALIBABA HEALTH INFORMATION TECH LT","Consumer Staples","Equity","11,162,761.58","0.04","11,162,761.58","14,902,000.00","0.75","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RICHTER","GEDEON RICHTER","Health Care","Equity","11,157,115.82","0.04","11,157,115.82","359,296.00","31.05","Hungary","Budapest Stock Exchange","HUF"
"MBK","MBANK SA","Financials","Equity","11,148,049.95","0.04","11,148,049.95","46,369.00","240.42","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"BPI","BANK OF THE PHILIPPINE ISLANDS","Financials","Equity","11,132,152.41","0.04","11,132,152.41","5,632,081.00","1.98","Philippines","Philippine Stock Exchange Inc.","PHP"
"011200","HMM LTD","Industrials","Equity","11,113,743.52","0.04","11,113,743.52","691,384.00","16.07","Korea (South)","Korea Exchange (Stock Market)","KRW"
"HYUNDAI","HYUNDAI MOTOR INDIA LTD","Consumer Discretionary","Equity","11,044,892.83","0.04","11,044,892.83","396,715.00","27.84","India","National Stock Exchange Of India","INR"
"RDOR3","REDE DOR SAO LUIZ SA","Health Care","Equity","11,044,915.30","0.04","11,044,915.30","1,536,531.00","7.19","Brazil","XBSP","BRL"
"914","ANHUI CONCH CEMENT LTD H","Materials","Equity","11,020,105.82","0.04","11,020,105.82","3,492,500.00","3.16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MUTHOOTFIN","MUTHOOT FINANCE LTD","Financials","Equity","10,968,031.86","0.04","10,968,031.86","356,972.00","30.73","India","National Stock Exchange Of India","INR"
"1816","CGN POWER LTD H","Utilities","Equity","10,934,667.31","0.04","10,934,667.31","29,195,000.00","0.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"352820","HYBE LTD","Communication","Equity","10,922,238.97","0.04","10,922,238.97","53,404.00","204.52","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BSANTANDER","BANCO SANTANDER CHILE","Financials","Equity","10,901,270.68","0.04","10,901,270.68","181,083,569.00","0.06","Chile","Santiago Stock Exchange","CLP"
"000858","WULIANGYE YIBIN LTD A","Consumer Staples","Equity","10,881,606.93","0.04","10,881,606.93","602,419.00","18.06","China","Shenzhen Stock Exchange","CNY"
"2801","CHANG HWA COMMERCIAL BANK LTD","Financials","Equity","10,867,267.56","0.04","10,867,267.56","17,200,610.00","0.63","Taiwan","Taiwan Stock Exchange","TWD"
"GVT&D","GE VERNOVA T&D INDIA LTD","Industrials","Equity","10,841,673.93","0.04","10,841,673.93","341,945.00","31.71","India","National Stock Exchange Of India","INR"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","10,831,558.02","0.04","10,831,558.02","3,946,053.00","2.74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"300059","EAST MONEY INFORMATION LTD A","Financials","Equity","10,816,504.78","0.04","10,816,504.78","2,689,762.00","4.02","China","Shenzhen Stock Exchange","CNY"
"3533","LOTES LTD","Information Technology","Equity","10,813,781.96","0.04","10,813,781.96","233,235.00","46.36","Taiwan","Taiwan Stock Exchange","TWD"
"UPL","UPL LTD","Materials","Equity","10,788,346.72","0.04","10,788,346.72","1,307,158.00","8.25","India","National Stock Exchange Of India","INR"
"168","TSINGTAO BREWERY LTD H","Consumer Staples","Equity","10,775,026.46","0.04","10,775,026.46","1,628,000.00","6.62","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3044","TRIPOD TECHNOLOGY CORP","Information Technology","Equity","10,748,065.43","0.04","10,748,065.43","1,074,000.00","10.01","Taiwan","Taiwan Stock Exchange","TWD"
"DEWA","DUBAI ELECTRICITY AND WATER AUTHOR","Utilities","Equity","10,742,530.22","0.04","10,742,530.22","14,348,114.00","0.75","United Arab Emirates","Dubai Financial Market","AED"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Consumer Discretionary","Equity","10,685,561.90","0.04","10,685,561.90","5,583,600.00","1.91","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CIBEST","GRUPO CIBEST SA","Financials","Equity","10,675,567.04","0.04","10,675,567.04","719,138.00","14.84","Colombia","Bolsa De Valores De Colombia","COP"
"TIINDIA","TUBE INVESTMENTS OF INDIA LTD","Consumer Discretionary","Equity","10,654,515.39","0.04","10,654,515.39","299,195.00","35.61","India","National Stock Exchange Of India","INR"
"071050","KOREA INVESTMENT HOLDINGS LTD","Financials","Equity","10,631,795.84","0.04","10,631,795.84","115,295.00","92.21","Korea (South)","Korea Exchange (Stock Market)","KRW"
"HINDPETRO","HINDUSTAN PETROLEUM CORP LTD","Energy","Equity","10,629,080.31","0.04","10,629,080.31","2,433,480.00","4.37","India","National Stock Exchange Of India","INR"
"BAJAJHLDNG","BAJAJ HOLDINGS AND INVESTMENT LTD","Financials","Equity","10,619,582.83","0.04","10,619,582.83","74,670.00","142.22","India","National Stock Exchange Of India","INR"
"300","MIDEA GROUP LTD CLASS H","Consumer Discretionary","Equity","10,602,312.65","0.04","10,602,312.65","985,200.00","10.76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"278470","APR LTD","Consumer Staples","Equity","10,548,092.21","0.04","10,548,092.21","65,183.00","161.82","Korea (South)","Korea Exchange (Stock Market)","KRW"
"SOL","SASOL LTD","Materials","Equity","10,509,824.55","0.04","10,509,824.55","1,579,909.00","6.65","South Africa","Johannesburg Stock Exchange","ZAR"
"2338","WEICHAI POWER LTD H","Industrials","Equity","10,483,379.83","0.04","10,483,379.83","5,105,000.00","2.05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PAYTM","ONE COMMUNICATIONS LTD","Financials","Equity","10,465,424.34","0.04","10,465,424.34","746,936.00","14.01","India","National Stock Exchange Of India","INR"
"601398","INDUSTRIAL AND COMMERCIAL BANK OF","Financials","Equity","10,437,220.64","0.04","10,437,220.64","10,089,879.00","1.03","China","Shanghai Stock Exchange","CNY"
"SMPH","SM PRIME HOLDINGS INC","Real Estate","Equity","10,431,226.17","0.04","10,431,226.17","25,928,400.00","0.40","Philippines","Philippine Stock Exchange Inc.","PHP"
"COMI","COMMERCIAL INTERNATIONAL BANK EGYP","Financials","Equity","10,427,196.99","0.04","10,427,196.99","5,330,069.00","1.96","Egypt","Egyptian Exchange","EGP"
"MARK","MASRAF AL RAYAN","Financials","Equity","10,420,360.35","0.04","10,420,360.35","15,775,689.00","0.66","Qatar","Qatar Exchange","QAR"
"688041","HYGON INFORMATION TECHNOLOGY LTD A","Information Technology","Equity","10,414,288.26","0.04","10,414,288.26","355,569.00","29.29","China","Shanghai Stock Exchange","CNY"
"079550","LIG NEX1 LTD","Industrials","Equity","10,381,125.94","0.04","10,381,125.94","29,343.00","353.79","Korea (South)","Korea Exchange (Stock Market)","KRW"
"TOTS3","TOTVS SA","Information Technology","Equity","10,382,039.02","0.04","10,382,039.02","1,326,300.00","7.83","Brazil","XBSP","BRL"
"601166","INDUSTRIAL BANK LTD A","Financials","Equity","10,377,572.41","0.04","10,377,572.41","3,394,670.00","3.06","China","Shanghai Stock Exchange","CNY"
"TUPRS.E","TURKIYE PETROL RAFINERILERI A","Energy","Equity","10,358,122.39","0.04","10,358,122.39","2,458,852.00","4.21","Turkey","Istanbul Stock Exchange","TRY"
"BAAKOMB","KOMERCNI BANK","Financials","Equity","10,334,489.99","0.04","10,334,489.99","210,186.00","49.17","Czech Republic","Prague Stock Exchange","CZK"
"ADANIENT","ADANI ENTERPRISES LTD","Industrials","Equity","10,322,521.26","0.04","10,322,521.26","398,590.00","25.90","India","National Stock Exchange Of India","INR"
"OMU","OLD MUTUAL LIMITED LTD","Financials","Equity","10,312,180.03","0.04","10,312,180.03","13,309,181.00","0.77","South Africa","Johannesburg Stock Exchange","ZAR"
"RADL3","RAIA DROGASIL","Consumer Staples","Equity","10,265,809.77","0.04","10,265,809.77","3,164,574.00","3.24","Brazil","XBSP","BRL"
"BBDC3","BANCO BRADESCO SA","Financials","Equity","10,259,191.57","0.04","10,259,191.57","3,892,519.00","2.64","Brazil","XBSP","BRL"
"BBNI","BANK NEGARA INDONESIA","Financials","Equity","10,247,492.66","0.04","10,247,492.66","38,938,100.00","0.26","Indonesia","Indonesia Stock Exchange","IDR"
"EMBASSY","EMBASSY OFFICE PARKS REIT UNITS","Real Estate","Equity","10,227,382.66","0.04","10,227,382.66","2,338,660.00","4.37","India","National Stock Exchange Of India","INR"
"BVT","BIDVEST GROUP LTD","Industrials","Equity","10,203,837.10","0.04","10,203,837.10","805,286.00","12.67","South Africa","Johannesburg Stock Exchange","ZAR"
"GGBR4","GERDAU PREF SA","Materials","Equity","10,174,863.23","0.04","10,174,863.23","3,275,734.00","3.11","Brazil","XBSP","BRL"
"018260","SAMSUNG SDS LTD","Information Technology","Equity","10,149,139.29","0.04","10,149,139.29","96,604.00","105.06","Korea (South)","Korea Exchange (Stock Market)","KRW"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Industrials","Equity","10,136,130.94","0.04","10,136,130.94","782,154.00","12.96","Mexico","Bolsa Mexicana De Valores","MXN"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Energy","Equity","10,131,569.18","0.04","10,131,569.18","7,738,419.00","1.31","Qatar","Qatar Exchange","QAR"
"BBSE3","BB SEGURIDADE SA","Financials","Equity","10,112,008.93","0.04","10,112,008.93","1,683,020.00","6.01","Brazil","XBSP","BRL"
"FEDERALBNK","FEDERAL BANK LTD","Financials","Equity","10,108,125.88","0.04","10,108,125.88","4,605,586.00","2.19","India","National Stock Exchange Of India","INR"
"PETGAS","PETRONAS GAS","Utilities","Equity","10,084,570.89","0.04","10,084,570.89","2,285,800.00","4.41","Malaysia","Bursa Malaysia","MYR"
"SOLARINDS","SOLAR INDUSTRIES INDIA LTD","Materials","Equity","10,085,745.02","0.04","10,085,745.02","63,333.00","159.25","India","National Stock Exchange Of India","INR"
"6446","PHARMAESSENTIA CORP","Health Care","Equity","10,058,885.95","0.04","10,058,885.95","623,000.00","16.15","Taiwan","Taiwan Stock Exchange","TWD"
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energy","Equity","10,015,078.79","0.04","10,015,078.79","8,324,100.00","1.20","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1988","CHINA MINSHENG BANKING CORP LTD H","Financials","Equity","9,990,454.13","0.03","9,990,454.13","17,742,159.00","0.56","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALI","AYALA LAND INC","Real Estate","Equity","9,961,839.25","0.03","9,961,839.25","19,983,100.00","0.50","Philippines","Philippine Stock Exchange Inc.","PHP"
"ZAIN","MOBILE TEL","Communication","Equity","9,905,628.44","0.03","9,905,628.44","5,969,753.00","1.66","Kuwait","Kuwait Stock Exchange","KWD"
"MRF","MRF LTD","Consumer Discretionary","Equity","9,872,286.62","0.03","9,872,286.62","6,012.00","1,642.10","India","National Stock Exchange Of India","INR"
"2099","CHINA GOLD INTERNATIONAL RESOURCES","Materials","Equity","9,870,545.45","0.03","9,870,545.45","631,800.00","15.62","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"135","KUNLUN ENERGY LTD","Utilities","Equity","9,852,993.43","0.03","9,852,993.43","10,610,000.00","0.93","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"086520","ECOPRO LTD","Industrials","Equity","9,850,621.67","0.03","9,850,621.67","275,087.00","35.81","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"STNE","STONECO LTD CLASS A","Financials","Equity","9,848,516.49","0.03","9,848,516.49","597,967.00","16.47","Brazil","NASDAQ","USD"
"010620","HD HYUNDAI MIPO LTD","Industrials","Equity","9,811,538.28","0.03","9,811,538.28","68,602.00","143.02","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AMBUJACEM","AMBUJA CEMENTS LTD","Materials","Equity","9,791,408.55","0.03","9,791,408.55","1,522,861.00","6.43","India","National Stock Exchange Of India","INR"
"LODHA","LODHA DEVELOPERS LTD","Real Estate","Equity","9,767,382.47","0.03","9,767,382.47","713,631.00","13.69","India","National Stock Exchange Of India","INR"
"DABUR","DABUR INDIA LTD","Consumer Staples","Equity","9,726,850.88","0.03","9,726,850.88","1,638,347.00","5.94","India","National Stock Exchange Of India","INR"
"PIIND","P.I. INDUSTRIES LTD","Materials","Equity","9,713,010.03","0.03","9,713,010.03","227,380.00","42.72","India","National Stock Exchange Of India","INR"
"PPC","PUBLIC POWER CORPORATION SA","Utilities","Equity","9,661,381.92","0.03","9,661,381.92","584,241.00","16.54","Greece","Athens Exchange S.A. Cash Market","EUR"
"GCARSOA1","GRUPO CARSO SERIES A1","Industrials","Equity","9,614,182.94","0.03","9,614,182.94","1,438,611.00","6.68","Mexico","Bolsa Mexicana De Valores","MXN"
"2324","COMPAL ELECTRONICS INC","Information Technology","Equity","9,612,369.05","0.03","9,612,369.05","10,985,001.00","0.88","Taiwan","Taiwan Stock Exchange","TWD"
"2474","CATCHER TECHNOLOGY LTD","Information Technology","Equity","9,589,381.92","0.03","9,589,381.92","1,579,000.00","6.07","Taiwan","Taiwan Stock Exchange","TWD"
"3443","GLOBAL UNICHIP CORP","Information Technology","Equity","9,589,577.82","0.03","9,589,577.82","220,000.00","43.59","Taiwan","Taiwan Stock Exchange","TWD"
"BOUBYAN","BOUBYAN BANK","Financials","Equity","9,556,647.79","0.03","9,556,647.79","4,250,413.00","2.25","Kuwait","Kuwait Stock Exchange","KWD"
"TRUE.R","TRUE CORPORATION NON-VOTING DR PCL","Communication","Equity","9,546,661.67","0.03","9,546,661.67","27,057,249.00","0.35","Thailand","Stock Exchange Of Thailand","THB"
"600276","JIANGSU HENGRUI MEDICINE LTD A","Health Care","Equity","9,518,913.96","0.03","9,518,913.96","993,588.00","9.58","China","Shanghai Stock Exchange","CNY"
"MOL","MOL HUNGARIAN OIL AND GAS","Energy","Equity","9,505,418.04","0.03","9,505,418.04","1,092,341.00","8.70","Hungary","Budapest Stock Exchange","HUF"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","Utilities","Equity","9,490,095.84","0.03","9,490,095.84","4,685,498.00","2.03","Brazil","XBSP","BRL"
"006800","MIRAE ASSET SECURITIES CO LTD","Financials","Equity","9,490,276.51","0.03","9,490,276.51","701,948.00","13.52","Korea (South)","Korea Exchange (Stock Market)","KRW"
"151","WANT WANT CHINA HOLDINGS LTD","Consumer Staples","Equity","9,481,158.25","0.03","9,481,158.25","13,538,000.00","0.70","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GLENMARK","GLENMARK PHARMACEUTICALS LTD","Health Care","Equity","9,475,287.01","0.03","9,475,287.01","433,741.00","21.85","India","National Stock Exchange Of India","INR"
"BVN","BUENAVENTURA ADR REPRESENTING","Materials","Equity","9,470,912.22","0.03","9,470,912.22","494,823.00","19.14","Peru","New York Stock Exchange Inc.","USD"
"NYKAA","FSN E-COMMERCE VENTURES LTD","Consumer Discretionary","Equity","9,471,938.31","0.03","9,471,938.31","3,574,367.00","2.65","India","National Stock Exchange Of India","INR"
"MANKIND","MANKIND PHARMA LTD","Health Care","Equity","9,460,272.01","0.03","9,460,272.01","330,996.00","28.58","India","National Stock Exchange Of India","INR"
"1590","AIRTAC INTERNATIONAL GROUP","Industrials","Equity","9,443,973.65","0.03","9,443,973.65","372,253.00","25.37","Taiwan","Taiwan Stock Exchange","TWD"
"CPN.R","CENTRAL PATTANA NON-VOTING DR PCL","Real Estate","Equity","9,437,824.98","0.03","9,437,824.98","5,726,500.00","1.65","Thailand","Stock Exchange Of Thailand","THB"
"VOLTAS","VOLTAS LTD","Industrials","Equity","9,400,031.25","0.03","9,400,031.25","587,219.00","16.01","India","National Stock Exchange Of India","INR"
"2834","TAIWAN BUSINESS BANK LTD","Financials","Equity","9,389,007.14","0.03","9,389,007.14","19,043,518.00","0.49","Taiwan","Taiwan Stock Exchange","TWD"
"003670","POSCO FUTURE M LTD","Industrials","Equity","9,359,951.78","0.03","9,359,951.78","94,242.00","99.32","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1326","FORMOSA CHEMICALS & FIBRE CORP","Materials","Equity","9,331,295.92","0.03","9,331,295.92","9,432,000.00","0.99","Taiwan","Taiwan Stock Exchange","TWD"
"BCI","BANCO DE CREDITO E INVERSION","Financials","Equity","9,327,919.47","0.03","9,327,919.47","227,601.00","40.98","Chile","Santiago Stock Exchange","CLP"
"763","ZTE CORP H","Information Technology","Equity","9,328,069.88","0.03","9,328,069.88","2,007,840.00","4.65","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"OUT","OUTSURANCE GROUP LTD","Financials","Equity","9,315,433.80","0.03","9,315,433.80","2,179,124.00","4.27","South Africa","Johannesburg Stock Exchange","ZAR"
"1209","CHINA RESOURCES MIXC LIFESTYLE SER","Real Estate","Equity","9,283,165.62","0.03","9,283,165.62","1,874,000.00","4.95","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KCHOL.E","KOC HOLDING A","Industrials","Equity","9,274,686.37","0.03","9,274,686.37","2,071,308.00","4.48","Turkey","Istanbul Stock Exchange","TRY"
"3702","WPG HOLDINGS LTD","Information Technology","Equity","9,271,771.97","0.03","9,271,771.97","4,382,200.00","2.12","Taiwan","Taiwan Stock Exchange","TWD"
"LAURUSLABS","LAURUS LABS LTD","Health Care","Equity","9,265,637.39","0.03","9,265,637.39","950,280.00","9.75","India","National Stock Exchange Of India","INR"
"MPHASIS","MPHASIS LTD","Information Technology","Equity","9,261,123.12","0.03","9,261,123.12","279,597.00","33.12","India","National Stock Exchange Of India","INR"
"SHREECEM","SHREE CEMENT LTD","Materials","Equity","9,240,942.62","0.03","9,240,942.62","27,287.00","338.66","India","National Stock Exchange Of India","INR"
"EMAARDEV","EMAAR DEVELOPMENT","Real Estate","Equity","9,237,909.94","0.03","9,237,909.94","2,389,496.00","3.87","United Arab Emirates","Dubai Financial Market","AED"
"2611","GUOTAI HAITONG SECURITIES CO LTD H","Financials","Equity","9,233,897.22","0.03","9,233,897.22","4,485,344.00","2.06","China","Hong Kong Exchanges And Clearing Ltd","HKD"
